;source_policydoc;impact_policydoc;impact_type;impact_weight;justification;European Climate Law;European Climate Law.1;+2;The European Climate Law sets a binding target of at least 55% greenhouse gas emissions reduction by 2030, which will likely reinforce the Energy from Renewable Sources target of at least 42.5% of the Union's energy consumption coming from renewable sources by 2030.;A Farm to Fork Strategy;Circular Economy Action Plan;+;2;The implementation of the Circular Economy Action Plan can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing food waste, and increasing organic farming, which can aid in achieving the strategy's targets.;"source_policydoc;impact_policydoc;impact_type;impact_weight;justification
EU Biodiversity Strategy for 2030;Directive 2010/75/EU of the European Parliament and of the Council;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can reinforce the implementation of the Directive 2010/75/EU of the European Parliament and of the Council by ensuring that industrial activities do not harm biodiversity.
EU Biodiversity Strategy for 2030;On the quality of water intended for human consumption;+;1;The EU Biodiversity Strategy for 2030 can enable the achievement of the On the quality of water intended for human consumption by protecting aquatic ecosystems.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document can significantly aid the Pathway to a Healthy Planet for All EU Action Plan by restoring ecosystems and enhancing biodiversity.
EU Biodiversity Strategy for 2030;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;2;The EU Biodiversity Strategy for 2030 can reinforce the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting sustainable practices.
On Nature Restoration;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;+;1;The On Nature Restoration policy document can enable the On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal by providing data on ecosystem restoration.
EU Biodiversity Strategy for 2030;on ambient air quality and cleaner air for Europe;+;2;The EU Biodiversity Strategy for 2030 can aid the on ambient air quality and cleaner air for Europe by reducing air pollution from industrial activities.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document is crucial for the Pathway to a Healthy Planet for All EU Action Plan as it restores ecosystems and promotes biodiversity conservation.
EU Soil Strategy for 2030;On Nature Restoration;+;2;The EU Soil Strategy for 2030 can reinforce the On Nature Restoration by protecting soil health and promoting sustainable land use.
Regulation on plant reproductive material;EU Biodiversity Strategy for 2030;+;1;The Regulation on plant reproductive material can enable the EU Biodiversity Strategy for 2030 by ensuring the use of sustainable plant reproductive materials in agriculture.
Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly aid the EU Biodiversity Strategy for 2030 by promoting sustainable resource use and reducing the EU’s ecological footprint.
On Nature Restoration;Regulation on forest reproductive material;+;2;The On Nature Restoration policy document can reinforce the Regulation on forest reproductive material by restoring forests and promoting sustainable forestry practices.
EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 is inextricably linked with the On Nature Restoration, as both aim to protect and restore ecosystems.
On Nature Restoration;On Nature Restoration;+;3;The On Nature Restoration policy document is self-reinforcing, as restoring ecosystems can further enable nature restoration.
On Nature Restoration;EU Biodiversity Strategy for 2030;+;3;The On Nature Restoration policy document can significantly aid the EU Biodiversity Strategy for 2030 by restoring ecosystems and promoting biodiversity conservation.";EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing the use of pesticides and fertilizers can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution from agricultural activities can aid in preserving and restoring natural habitats.;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;The implementation of the Energy from Renewable Sources target of at least 49% of energy from renewable sources in the building sector in 2030 can reinforce the On ensuring a level playing field for sustainable air transport target of at least 2% of aviation fuels from green by 2030, as increased renewable energy production can lead to lower emissions and support the transition to sustainable air transport.;" ""impact_policydoc""";" ""impact_type""";" ""impact_weight""";" ""justification""";The implementation of the renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for biodiversity conservation and restoration.;Concerning batteries and waste batteries;The implementation of the Circular Economy Action Plan can reinforce the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of batteries and waste batteries, thus reducing waste and the demand for primary materials.;On packaging and packaging waste;Reinforcing;The Circular Economy Action Plan aims to reduce packaging waste, which is a key aspect of the 'On packaging and packaging waste' policy document, thereby reinforcing its goals.;The implementation of the Circular Economy Action Plan can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable consumption patterns, reducing waste, and encouraging the sharing, leasing, and collaborative consumption of products, which can lead to a decrease in the demand for primary materials and help achieve biodiversity conservation targets.;The implementation of the Circular Economy Action Plan can reinforce the Energy from Renewable Sources policy document by promoting sustainable production and consumption patterns, which can lead to increased demand for renewable energy sources.
239;Pathway to a Healthy Planet for All EU Action Plan;;;;;;;;;;;;;;;;;;;;" ""EU Soil Strategy for 2030""";" ""+""";" ""1""";" ""The Pathway to a Healthy Planet for All EU Action Plan can enable the EU Soil Strategy for 2030 by promoting sustainable soil management practices, which are essential for maintaining ecosystem services and biodiversity.""";;;;;;;;
240;Regulation on plant reproductive material;;;;;;;;;;;;;;;;;;;;" ""EU Biodiversity Strategy for 2030""";" ""+""";" ""1""";" ""The Regulation on plant reproductive material can support the implementation of the EU Biodiversity Strategy for 2030 by promoting the use of sustainable plant reproductive materials, which can aid in reducing biodiversity loss.""";;;;;;;;
241;Ensuring resilient and sustainable use of EU's natural resources;;;;;;;;;;;;;;;;;;;;" ""EU Biodiversity Strategy for 2030""";" ""+""";" ""2""";" ""Ensuring resilient and sustainable use of natural resources can support the EU Biodiversity Strategy for 2030 by promoting ecosystem services and reducing biodiversity loss.""";;;;;;;;
242;EU Biodiversity Strategy for 2030;;;;;;;;;;;;;;;;;;;;" ""On Nature Restoration""";" ""+""";" ""3""";" ""The EU Biodiversity Strategy for 2030 can enable the implementation of the Nature Restoration Law by providing a framework for biodiversity conservation and restoration, which is a key aspect of the law.""";;;;;;;;
243;EU Biodiversity Strategy for 2030;;;;;;;;;;;;;;;;;;;;" ""Fisheries and Oceans Pact""";" ""+""";" ""1""";" ""The EU Biodiversity Strategy for 2030 can support the implementation of the Fisheries and Oceans Pact by promoting sustainable fishing practices, which can aid in reducing biodiversity loss in marine ecosystems.""";;;;;;;;
244;EU Biodiversity Strategy for 2030;;;;;;;;;;;;;;;;;;;;" ""Regulation on forest reproductive material""";" ""+""";" ""1""";" ""The EU Biodiversity Strategy for 2030 can enable the implementation of the Regulation on forest reproductive material by promoting sustainable forest management practices, which are essential for maintaining ecosystem services and biodiversity.""";;;;;;;;
245;Directive 2010/75/EU of the European Parliament and of the Council;A Farm to Fork Strategy;+;2;The implementation of the Directive 2010/75/EU can reinforce the Farm to Fork Strategy by reducing pollution from industrial activities, which in turn can aid in achieving the strategy's objectives of reducing the environmental impact of food production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;On the quality of water intended for human consumption;A Farm to Fork Strategy;+;1;The implementation of the water quality directive can enable the Farm to Fork Strategy by ensuring access to clean water for irrigation and other agricultural purposes, creating conditions for sustainable food production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Pathway to a Healthy Planet for All EU Action Plan;A Farm to Fork Strategy;+;3;The Pathway to a Healthy Planet for All EU Action Plan can indivisibly support the Farm to Fork Strategy by promoting sustainable food systems, reducing pollution, and protecting biodiversity, which are all crucial for achieving the strategy's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;A Farm to Fork Strategy;-;2;The European assessment framework may counteract the Farm to Fork Strategy by promoting the use of chemicals in food production, which could hinder the strategy's objective of reducing the environmental impact of food production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;A Farm to Fork Strategy;+;1;The implementation of the Industrial Emissions Portal can enable the Farm to Fork Strategy by providing data on industrial emissions, which can inform policies to reduce pollution from food production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;on ambient air quality and cleaner air for Europe;A Farm to Fork Strategy;+;2;The ambient air quality directive can reinforce the Farm to Fork Strategy by reducing air pollution from agricultural activities, which can aid in achieving the strategy's objectives of improving air quality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Pathway to a Healthy Planet for All EU Action Plan;A Farm to Fork Strategy;+;3;The Pathway to a Healthy Planet for All EU Action Plan can indivisibly support the Farm to Fork Strategy by promoting sustainable food systems, reducing pollution, and protecting biodiversity, which are all crucial for achieving the strategy's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;European Climate Law;Energy from Renewable Sources;+;2;The European Climate Law sets a framework for reducing greenhouse gas emissions, which can reinforce the Energy from Renewable Sources policy document by promoting the use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Concerning urban wastewater treatment (recast);On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The Concerning urban wastewater treatment policy document can enable the On energy efficiency policy document by reducing energy consumption in the water sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Amending Directive 2003/87/EC;A Renovation Wave for Europe;+;1;The Amending Directive 2003/87/EC policy document can aid the A Renovation Wave for Europe policy document by promoting energy efficiency in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Amending Regulations (EU) 2018/842;On packaging and packaging waste;+;1;The Amending Regulations policy document can support the On packaging and packaging waste policy document by reducing waste generation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Amending Regulations (EU) 2018/841;On the Energy Performance of Buildings (recast);+;1;The Amending Regulations policy document can reinforce the On the Energy Performance of Buildings policy document by improving building insulation and reducing energy losses.;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;On an EU Strategy to reduce methane emissions;REPowerEU Plan;+;2;The On an EU Strategy to reduce methane emissions policy document can reinforce the REPowerEU Plan policy document by promoting the use of renewable energy sources and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;A Renovation Wave for Europe;Energy from Renewable Sources;+;1;The A Renovation Wave for Europe policy document can enable the Energy from Renewable Sources policy document by promoting the use of renewable energy sources in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;On energy efficiency and amending Regulation (EU) 2023/955 (recast);EU Solar Energy Strategy;+;1;The On energy efficiency policy document can support the EU Solar Energy Strategy policy document by promoting the use of solar energy and reducing energy consumption.;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;On packaging and packaging waste;On the Energy Performance of Buildings (recast);+;1;The On packaging and packaging waste policy document can aid the On the Energy Performance of Buildings policy document by reducing energy consumption in the building sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;REPowerEU Plan;Delivering on the EU offshore renewable energy ambitions;+;2;The REPowerEU Plan policy document can reinforce the Delivering on the EU offshore renewable energy ambitions policy document by promoting the use of offshore renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;EU Solar Energy Strategy;Powering a Climate neutrality economy;+;2;The EU Solar Energy Strategy policy document can support the Powering a Climate neutrality economy policy document by promoting the use of solar energy and reducing greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Energy from Renewable Sources;A Renovation Wave for Europe;+;1;The Energy from Renewable Sources policy document can enable the A Renovation Wave for Europe policy document by promoting the use of renewable energy sources in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Energy from Renewable Sources;On the quality of water intended for human consumption;1;Enabling;The implementation of renewable energy sources can enable the reduction of water pollution by decreasing the reliance on fossil fuels and lowering emissions, thus creating conditions that further the target of improving water quality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Energy from Renewable Sources;Pathway to a Healthy Planet for All EU Action Plan;2;Reinforcing;The achievement of the renewable energy target can reinforce the overall objective of the Pathway to a Healthy Planet for All EU Action Plan by providing a clean source of energy and reducing emissions, which is in line with the plan's goals.;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;A Renovation Wave for Europe;On the Energy Performance of Buildings (recast);3;Indivisible;The Renovation Wave for Europe is indivisibly linked to the achievement of the target of improving the energy performance of buildings, as it aims to increase the rate of building renovations and reduce energy consumption in the building sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;On packaging and packaging waste;On the Energy Performance of Buildings (recast);-1;Constraining;The implementation of measures to reduce packaging waste can constrain the options for energy efficiency in buildings, as some packaging materials are used in building insulation and construction.;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;REPowerEU Plan;EU Solar Energy Strategy;2;Reinforcing;The REPowerEU Plan can reinforce the EU Solar Energy Strategy by promoting the development and deployment of renewable energy sources, including solar energy, which is a key component of the strategy.;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;EU Solar Energy Strategy;Powering a Climate neutrality economy;1;Enabling;The EU Solar Energy Strategy can enable the achievement of the target of powering a climate-neutral economy by providing a significant portion of the renewable energy needed to reach climate neutrality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Delivering on the EU offshore renewable energy ambitions;EU Solar Energy Strategy;2;Reinforcing;The achievement of the offshore renewable energy target can reinforce the EU Solar Energy Strategy by providing additional renewable energy capacity and reducing emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Directive 2010/75/EU of the European Parliament and of the Council;On the quality of water intended for human consumption;1;Enabling;The implementation of the Directive can enable the reduction of water pollution by setting limits on industrial emissions and improving water treatment, thus creating conditions that further the target of improving water quality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;On the quality of water intended for human consumption;Pathway to a Healthy Planet for All EU Action Plan;2;Reinforcing;The achievement of the target of improving water quality can reinforce the overall objective of the Pathway to a Healthy Planet for All EU Action Plan by providing clean water and reducing emissions, which is in line with the plan's goals.;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Pathway to a Healthy Planet for All EU Action Plan;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;1;Enabling;The implementation of the Pathway to a Healthy Planet for All EU Action Plan can enable the development of a framework for assessing the safety and sustainability of chemicals and materials, thus creating conditions that further the target of reducing pollution.;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;Pathway to a Healthy Planet for All EU Action Plan;1;Enabling;The implementation of the regulation on reporting of environmental data can enable the achievement of the target of reducing pollution by providing accurate data on emissions and creating conditions for the implementation of measures to reduce emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;on ambient air quality and cleaner air for Europe;Pathway to a Healthy Planet for All EU Action Plan;2;Reinforcing;The achievement of the target of improving air quality can reinforce the overall objective of the Pathway to a Healthy Planet for All EU Action Plan by reducing emissions and improving public health, which is in line with the plan's goals.;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Directive 2010/75/EU of the European Parliament and of the Council;Energy from Renewable Sources;+;2;The implementation of the Directive 2010/75/EU can aid the achievement of the Energy from Renewable Sources target by promoting the use of renewable energy sources, which in turn can support the reduction of greenhouse gas emissions and improve air quality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;On the quality of water intended for human consumption;On ensuring a level playing field for sustainable air transport;+;1;The implementation of the On the quality of water intended for human consumption policy document can create conditions that further the On ensuring a level playing field for sustainable air transport target by reducing pollution from aviation, which can improve air quality and public health.;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Pathway to a Healthy Planet for All EU Action Plan;Sustainable and Smart Mobility Strategy;+;3;The Pathway to a Healthy Planet for All EU Action Plan can have a significant positive impact on the Sustainable and Smart Mobility Strategy by promoting sustainable transportation modes, reducing emissions, and improving air quality, which can reinforce the strategy's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;On the deployment of alternative fuels infrastructure;+;2;The European assessment framework for ‘safe and sustainable by design’ chemicals and materials can aid the On the deployment of alternative fuels infrastructure target by promoting the development and use of sustainable and safe chemicals and materials, which can support the transition to alternative fuels and reduce environmental impacts.;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;On the Energy Transition of the EU Fisheries and Aquaculture sector;+;1;The On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal policy document can create conditions that further the On the Energy Transition of the EU Fisheries and Aquaculture sector target by providing data and insights on emissions and environmental impacts, which can support the development of sustainable fisheries and aquaculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;On ambient air quality and cleaner air for Europe;Hydrogen Strategy;+;2;The On ambient air quality and cleaner air for Europe policy document can reinforce the Hydrogen Strategy by promoting the use of clean energy sources, such as hydrogen, which can improve air quality and reduce emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Biofuels - Directive (EU) 2023/2413;The new EU Urban Mobility Framework;+;1;The Biofuels - Directive (EU) 2023/2413 can create conditions that further The new EU Urban Mobility Framework target by promoting the use of biofuels and low-carbon fuels in transportation, which can support the development of sustainable urban mobility systems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;On ensuring a level playing field for sustainable air transport;Amending Regulation (EU) 2019/1242;+;2;The On ensuring a level playing field for sustainable air transport policy document can aid the Amending Regulation (EU) 2019/1242 target by promoting sustainable aviation practices, reducing emissions, and improving air quality, which can support the development of sustainable and environmentally-friendly transportation systems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Aviation Fuel - Regulation (EU) 2023/2405;Sustainable and Smart Mobility Strategy;+;3;The Aviation Fuel - Regulation (EU) 2023/2405 can have a significant positive impact on the Sustainable and Smart Mobility Strategy by promoting the use of sustainable aviation fuels, reducing emissions, and improving air quality, which can reinforce the strategy's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Directive 2010/75/EU of the European Parliament and of the Council;Circular Economy Action Plan;+;2;The implementation of the Directive 2010/75/EU can reinforce the Circular Economy Action Plan by reducing waste and emissions from industrial activities, thus creating a more circular economy.;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;On the quality of water intended for human consumption;On packaging and packaging waste;+;1;The implementation of the On the quality of water intended for human consumption can enable the On packaging and packaging waste by reducing the amount of waste generated and promoting recycling and reuse of packaging materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Pathway to a Healthy Planet for All EU Action Plan;On circularity requirements for vehicle design;+;3;The Pathway to a Healthy Planet for All EU Action Plan can have a significant positive impact on the On circularity requirements for vehicle design by promoting the use of recycled materials and reducing waste generation in the automotive sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;Critical Raw Materials;+;2;The European assessment framework for ‘safe and sustainable by design’ chemicals and materials can aid the Critical Raw Materials by promoting the use of sustainable materials and reducing the demand for critical raw materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;On ambient air quality and cleaner air for Europe;+;1;The On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal can enable the On ambient air quality and cleaner air for Europe by providing data and insights to reduce air pollution and improve air quality.;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;On ambient air quality and cleaner air for Europe;On packaging and packaging waste;+;1;The On ambient air quality and cleaner air for Europe can reinforce the On packaging and packaging waste by reducing emissions and pollution from packaging materials and promoting a cleaner environment.;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;On packaging and packaging waste;Critical Raw Materials;+;2;The On packaging and packaging waste can have a positive impact on the Critical Raw Materials by promoting the recycling and reuse of materials and reducing the demand for primary raw materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Critical Raw Materials;Net Zero Industry Act;+;3;The Critical Raw Materials can be reinforced by the Net Zero Industry Act by promoting the use of sustainable and recycled materials in industrial processes and reducing the reliance on primary raw materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Net Zero Industry Act;Amending Directive 2008/98/EC on waste;+;2;The Net Zero Industry Act can aid the Amending Directive 2008/98/EC on waste by promoting waste reduction and recycling and reducing the environmental impacts of industrial activities.;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Amending Directive 2008/98/EC on waste;On packaging and packaging waste;+;1;The Amending Directive 2008/98/EC on waste can enable the On packaging and packaging waste by promoting waste reduction and recycling and reducing the amount of waste sent to landfills.;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;;;;;;;;1.0;;;;;;;;On Nature Restoration;;Energy from Renewable Sources;;;;;;;The Energy from Renewable Sources policy document can enable the On Nature Restoration policy document by providing renewable energy solutions for nature restoration activities, thus reducing the environmental impact of these activities.;;;;;;;
296;;;;;;;;1.0;;;;;;;;EU Biodiversity Strategy for 2030;;A Renovation Wave for Europe;;;;;;;The A Renovation Wave for Europe policy document can enable the EU Biodiversity Strategy for 2030 by promoting sustainable building practices and reducing energy consumption, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
297;;;;;;;;1.0;;;;;;;;EU Biodiversity Strategy for 2030;;On energy efficiency and amending Regulation (EU) 2023/955 (recast);;;;;;;The On energy efficiency and amending Regulation (EU) 2023/955 (recast) policy document can enable the EU Biodiversity Strategy for 2030 by promoting energy efficiency measures that reduce energy consumption and greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
298;;;;;;;;-1.0;;;;;;;;EU Biodiversity Strategy for 2030;;On packaging and packaging waste;;;;;;;The On packaging and packaging waste policy document can constrain the EU Biodiversity Strategy for 2030 by promoting the use of biodegradable packaging materials that may not be suitable for biodiversity conservation and restoration.;;;;;;;
299;;;;;;;;1.0;;;;;;;;EU Biodiversity Strategy for 2030;;On the Energy Performance of Buildings (recast);;;;;;;The On the Energy Performance of Buildings (recast) policy document can enable the EU Biodiversity Strategy for 2030 by promoting energy-efficient buildings that reduce energy consumption and greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
300;;;;;;;;2.0;;;;;;;;EU Biodiversity Strategy for 2030;;REPowerEU Plan;;;;;;;The REPowerEU Plan policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting the use of renewable energy sources and reducing greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
301;;;;;;;;2.0;;;;;;;;EU Biodiversity Strategy for 2030;;EU Solar Energy Strategy;;;;;;;The EU Solar Energy Strategy policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting the use of solar energy and reducing greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
302;;;;;;;;2.0;;;;;;;;EU Biodiversity Strategy for 2030;;Powering a Climate neutrality economy;;;;;;;The Powering a Climate neutrality economy policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting the use of renewable energy sources and reducing greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
303;;;;;;;;1.0;;;;;;;;EU Biodiversity Strategy for 2030;;Delivering on the EU offshore renewable energy ambitions;;;;;;;The Delivering on the EU offshore renewable energy ambitions policy document can enable the EU Biodiversity Strategy for 2030 by promoting the use of offshore renewable energy sources and reducing greenhouse gas emissions, thus creating a favourable environment for biodiversity conservation and restoration.;;;;;;;
304;;;;;;;;1.0;;;;;;;;On Nature Restoration;;EU Solar Energy Strategy;;;;;;;The EU Solar Energy Strategy policy document can enable the On Nature Restoration policy document by providing renewable energy solutions for nature restoration activities, thus reducing the environmental impact of these activities.;;;;;;;
305;;;;;;;;1.0;;;;;;;;On Nature Restoration;;REPowerEU Plan;;;;;;;The REPowerEU Plan policy document can enable the On Nature Restoration policy document by promoting the use of renewable energy sources and reducing greenhouse gas emissions, thus creating a favourable environment for nature restoration.;;;;;;;
306;;;;;;;;3.0;;;;;;;;On Nature Restoration;;EU Biodiversity Strategy for 2030;;;;;;;The EU Biodiversity Strategy for 2030 policy document can reinforce the On Nature Restoration policy document by promoting nature restoration activities and reducing pollution from fossil fuels, thus creating a favourable environment for nature restoration.;;;;;;;
307;;;;;;;;-2.0;;;;;;;;Regulation on plant reproductive material;;On Nature Restoration;;;;;;;The On Nature Restoration policy document can counteract the Regulation on plant reproductive material policy document by promoting nature restoration activities that may not be compatible with the use of plant reproductive materials.;;;;;;;
308;;;;;;;;-2.0;;;;;;;;Regulation on forest reproductive material;;On Nature Restoration;;;;;;;The On Nature Restoration policy document can counteract the Regulation on forest reproductive material policy document by promoting nature restoration activities that may not be compatible with the use of forest reproductive materials.;;;;;;;
309;;;;;;;;1.0;;;;;;;;On Nature Restoration;;Ensuring resilient and sustainable use of EU's natural resources;;;;;;;The Ensuring resilient and sustainable use of EU's natural resources policy document can enable the On Nature Restoration policy document by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for nature restoration.;;;;;;;
310;European Climate Law;Circular Economy Action Plan;+;2;The European Climate Law sets a framework for reducing greenhouse gas emissions, which can reinforce the Circular Economy Action Plan's goal of reducing waste and increasing recycling, as a reduction in emissions can lead to a decrease in waste production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Concerning urban wastewater treatment (recast);On packaging and packaging waste;+;1;The recast of the Urban Wastewater Treatment Directive can enable the achievement of the packaging waste reduction targets set in the Packaging and Packaging Waste Directive, as improved wastewater treatment can lead to a reduction in the amount of waste generated.;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Amending Directive 2003/87/EC;On an EU Strategy to reduce methane emissions;+;1;The amendment of the ETS Directive can aid in the reduction of methane emissions, as it sets a framework for the reduction of greenhouse gas emissions from the sectors covered by the ETS, which can include methane-emitting industries.;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Amending Regulation (EU) 2018/842;Critical Raw Materials;+;2;The amendment of the Effort Sharing Regulation can reinforce the Critical Raw Materials Act, as it sets a framework for the reduction of greenhouse gas emissions, which can lead to an increased demand for critical raw materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Amending Regulations (EU) 2018/841;On circularity requirements for vehicle design;+;1;The amendment of the LULUCF Regulation can enable the achievement of the circularity requirements for vehicle design set in the proposal for a Regulation on circularity requirements for vehicle design, as it sets a framework for the reduction of greenhouse gas emissions from land use, which can lead to a reduction in emissions from the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;A Renovation Wave for Europe;Net Zero Industry Act;+;2;The Renovation Wave initiative can reinforce the Net Zero Industry Act, as it aims to reduce energy consumption in buildings, which can lead to a reduction in emissions from the industry sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;On an EU Strategy to reduce methane emissions;On packaging and packaging waste;+;1;The EU Strategy to reduce methane emissions can aid in the achievement of the packaging waste reduction targets set in the Packaging and Packaging Waste Directive, as a reduction in methane emissions can lead to a reduction in waste generation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Circular Economy Action Plan;Concerning batteries and waste batteries;+;3;The Circular Economy Action Plan can enable the achievement of the targets set in the proposal for a Directive on batteries and waste batteries, as it sets a framework for the reduction of waste and the increase of recycling, which can lead to a reduction in the amount of waste generated and an increase in the amount of critical raw materials recovered.;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Concerning batteries and waste batteries;On packaging and packaging waste;+;1;The proposal for a Directive on batteries and waste batteries can aid in the achievement of the packaging waste reduction targets set in the Packaging and Packaging Waste Directive, as it sets a framework for the reduction of waste from batteries and waste batteries, which can lead to a reduction in the amount of packaging waste generated.;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;On packaging and packaging waste;Critical Raw Materials;+;2;The Packaging and Packaging Waste Directive can reinforce the Critical Raw Materials Act, as it sets a framework for the reduction of packaging waste, which can lead to an increase in the demand for critical raw materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
