thematic_area_code;thematic_area;sub_theme;target_code;target_content;sub_theme_justification;target_assessment;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.27;By 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...] (with intermediate 2025 and 2027 targets). Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1 500 kW and includes at least one recharging point with an individual power output of at least 350 kW;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging pools for heavy-duty electric vehicles.;The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.28;by 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging stations for heavy-duty electric vehicles.;No data available;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW.;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging points for heavy-duty electric vehicles.;Initiatives are ongoing and deployment of electrolysers is increasing, but it is unlikely that the target of deploying 6 GW of hydrogen generation capacity will be reached by the end of 2024.;
TA4;TA4_Sustainable and smart mobility;GHG Reduction;TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG intensity in the maritime sector.;"EU shipping emissions increased by 5.6% in 2021 from the previous year, rebounding from the COVID-19 induced slump of 2020. The target for 2025 seems unlikely to be reached.
The EEA projections suggest that, even with measures currently planned in the Member States, emissions from domestic navigation are projected to remain relatively stable in the coming years. International maritime transport emissions are projected to continue increasing.";
TA4;TA4_Sustainable and smart mobility;Hydrogen Distribution;TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node.;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the deployment of publicly accessible hydrogen refuelling stations.;Based on charging infrastructure data from Eco-Movement 2022 and estimates of electric vehicles on the roads, most Member States are already compliant with this fleet-based target (see European Alter-native Fuels Observatory – Target tracker). Research also highlights that the total power output needed per electric vehicle (including battery electric vehicles and plug-in hybrid vehicles) is highly dependent on the share of electric cars and vans on the road, with AFIR targets on cumulative power outputs per vehicle being sufficient in the long term (when a rise in the market share of battery electric vehicles and plug-in hybrid vehicles is expected) [157].;
TA4;TA4_Sustainable and smart mobility;Hydrogen Distribution;TA4.31;Member States shall ensure that by 31 December 2030 publicly accessible hydrogen refuelling stations designed for a minimum cumulative capacity of 1 tonne per day and equipped with at least a 700 bar dispenser are deployed with a maximum distance of 200 km between them along the TEN-T core network;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the deployment of publicly accessible hydrogen refuelling stations.;The average specific CO2 emissions of new heavy-duty vehicles in groups 4, 5, 9 and 10 has decreased by 0.55%, from 52.75g/t.km in 2019 to 52.45g/t.km in 2020. The rate of decrease is therefore slow and acceleration is needed to achieve the targets.;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Aviation;TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods;This target is assigned to Net-Zero Technology - Aviation as it specifically mentions the provision of electricity supply to stationary aircraft.;The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030.;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the provision of shore-side electricity supply to inland waterway vessels.;No data available;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5 000 gross tonnes and seagoing high-speed passenger craft above 5 000 gross tonnes that are moored at the quayside at the maritime port concerned;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the provision of shore-side electricity supply to seagoing container ships and passenger ships.;Initiatives are ongoing and deployment of electrolysers is increasing, but it is unlikely that the target of deploying 6 GW of hydrogen generation capacity will be reached by the end of 2024.;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;This target is assigned to Transport Logistics as it specifically mentions the increase of transport by inland waterways and short sea shipping.;;
TA4;TA4_Sustainable and smart mobility;Rail;TA4.37;Rail freight traffic will increase by 50% compared to 2015 by 2030. It will double by 2050.;This target is assigned to Rail as it specifically mentions the increase of rail freight traffic.;;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.37;Freight transport will be paperless;This target is assigned to Transport Logistics as it specifically mentions the paperless freight transport.;;
TA4;TA4_Sustainable and smart mobility;Rail;TA4.38;High-speed rail traffic will double compared to 2015, by 2030. It will triple by 2050.;This target is assigned to Rail as it specifically mentions the increase of high-speed rail traffic.;;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;This target is assigned to Transport Logistics as it specifically mentions the operationalization of the TEN-T network.;;
TA4;TA4_Sustainable and smart mobility;Other Low-Carbon Fuels;TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;manual choice;;
TA4;TA4_Sustainable and smart mobility;Rail;TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;This target is assigned to Transport Logistics as it specifically mentions the competitiveness of rail and waterborne-based intermodal transport.;;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.43;Scheduled collective travel of under 500 km should be carbon neutral within the EU;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG emissions from collective travel.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.44;Nearly all cars, vans, buses as well as new heavy-duty vehicles will be zero-emission;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission vehicles.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;TA4.45;Zero-emission ocean-going vessels will become market ready;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the deployment of zero-emission ocean-going vessels.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.45;There will be at least 30 million zero-emission cars and 80.000 zero-emission lorries in operation;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission cars and lorries.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Aviation;TA4.46;Zero-emission large zero-emission aircraft will become market ready;This target is assigned to Net-Zero Technology - Aviation as it specifically mentions the deployment of zero-emission aircraft.;;
TA4;TA4_Sustainable and smart mobility;Improve Air Quality;TA4.47;Euro 7 pollutant limits;This target is assigned to Improve Air Quality as it specifically mentions the reduction of pollutant emissions.;;
TA4;TA4_Sustainable and smart mobility;Other Low-Carbon Fuels;TA4.5;Starting from 2025, at least 2% of aviation fuels will be green, with this share increasing every five years: 6% in 2030, 20% in 2035, 34% in 2040, 42% in 2045 and 70% in 2050. Hydrogen and fuel produced from cooking oil or waste gases considered green (link agreement Council - Parliament on 25.04.2023);This target is assigned to Renewable Energy as it specifically mentions the increase of green aviation fuels.;Several plants are being built to produce sustainable aviation fuels and sustainable aviation fuels are tested by companies. The contribution of aviation fuels is practically negligible currently. No sustainable biofuel use was reported in Eurostat in aviation in 2021.;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.50;All external costs of transport within the EU will be covered by the transport users;This target is assigned to Transport Logistics as it specifically mentions the coverage of external costs by transport users.;;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;This target is assigned to Transport Logistics as it specifically mentions the facilitation of multimodal passenger transport.;;
TA4;TA4_Sustainable and smart mobility;Social Security - Workers Protection;TA4.53;The death toll for all modes of transport in the EU will be close to zero;This target is assigned to Social Security - Workers Protection as it specifically mentions the reduction of death toll in transport.;;
TA4;TA4_Sustainable and smart mobility;Urban Mobility;TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure. This should be doubled in the next decade towards 5000 km in safe bike lanes;This target is assigned to Urban Mobility as it specifically mentions the growth of active transport modes.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;TA4.55;Zero-emission in urban logistics;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission urban logistics.;Based on charging infrastructure data from Eco-Movement 2022 and estimates of electric vehicles on the roads, most Member States are already compliant with this fleet-based target (see European Alter-native Fuels Observatory – Target tracker). Research also highlights that the total power output needed per electric vehicle (including battery electric vehicles and plug-in hybrid vehicles) is highly dependent on the share of electric cars and vans on the road, with AFIR targets on cumulative power outputs per vehicle being sufficient in the long term (when a rise in the market share of battery electric vehicles and plug-in hybrid vehicles is expected) [157].;
TA4;TA4_Sustainable and smart mobility;Transport Logistics;TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;This target is assigned to Transport Logistics as it specifically mentions the increase of short-sea shipping.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;TA4.57;Renovate the EU’s maritime fleet (e.g. passenger ships and supply vessels for offshore installations) to improve their energy efficiency;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the renovation of the maritime fleet.;;
TA4;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;TA4.58;Pursue the objective of zero-emission ports;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the objective of zero-emission ports.;;
TA4;TA4_Sustainable and smart mobility;Other Low-Carbon Fuels;TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;This target is assigned to Renewable Energy as it specifically mentions the contribution of synthetic aviation fuels to the aviation fuel mix.;Synthetic fuels are not available on the market, conversion pathways are at early technology development levels, facing major techno-economic challenges.;
TA4;TA4_Sustainable and smart mobility;Biofuels;TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of nonbiological origin in the energy supplied to the transport sector is at least 1 % in 2025 and 3,5 % in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030;manual choice;According to EurObserv’ER [155] the contribution of advanced biofuels already reached 1% in 2022 (indicative data). The target for 2025 has already been reached. Nevertheless, the sub-target for RFNBO of 1 percentage point for 2030 is not on track as of 2022 data, but the uptake of RFNBO is expected to grow in the coming years, providing enough time to reach the 2030 target.;
TA4;TA4_Sustainable and smart mobility;Renewable Energy;TA4.8;Member States with maritime ports should endeavour to ensure that from 2030 the share of renewable fuels of non-biological origin in the total amount of energy supplied to the maritime transport sector is at least 1,2 %.;This target is assigned to Renewable Energy as it specifically mentions the share of renewable fuels in the maritime transport sector.;"Synthetic fuels are not available on the market and conversion pathways are at early technology development levels, facing major techno-economic challenges. E-fuels facilities are still at the demo-scale, with only a few plants currently operated at the EU level [156].
RFNBOs is a promising solution for hard-to-electrify sectors, such as the maritime one. However, a market for maritime RFNBO is currently yet to develop. Regulation (EU) 2023/1805 also introduces a combination of measures to ensure the support to the uptake of sustainable RFNBOs. The deal also set a 2% renewable fuels usage target as of 2034 if the Commission reports that in 2031 RFNBO will amount to less than 1% in fuel mix.";
TA4;TA4_Sustainable and smart mobility;GHG Reduction;TA4.9;Cut the emissions of transport sector by 90%;This target is assigned to GHG Reduction as it specifically mentions the reduction of emissions from the transport sector.;"Following six years of steady growth in greenhouse gas emissions from the EU’s transport sector, transport emissions dropped substantially in 2020 because
of reduced activity during the COVID-19 pandemic. In 2022 they were still 6% below 2019 levels. However, Eurostat quarterly GHG emission data shows that this rebound continued in 2023. According to the Report “Towards EU climate neutrality: progress, policy gaps and opportunities” by the European Scientific Advisory Board on Climate Change, the average rate of emission reduction since 2005 (-2 MtCO2e per year) should be more than 10 times higher (-26 MtCO2e
per year in 2023-2030) to be consistent with the trajectories towards the overall 2030 net GHG emission reduction target by the EU Climate Law. When considering the 90% reduction objective for transport GHG emissions by 2050, the average rate of emission reduction should be higher (-31 MtCO2e in 2031-2050).";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy;TA5.10;Increase renewable energy in agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption in the sector;This target is assigned to Renewable Energy as it specifically mentions the increase of renewable energy in the agriculture and food sector.;Initiatives are ongoing and deployment of electrolysers is increasing, but it is unlikely that the target of deploying 6 GW of hydrogen generation capacity will be reached by the end of 2024.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Protection & Conservation;TA5.11;Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;This target is assigned to Biodiversity conservation as it specifically mentions the preservation of biodiversity.;Based on charging infrastructure data from Eco-Movement 2022 and estimates of electric vehicles on the roads, most Member States are already compliant with this fleet-based target (see European Alter-native Fuels Observatory – Target tracker). Research also highlights that the total power output needed per electric vehicle (including battery electric vehicles and plug-in hybrid vehicles) is highly dependent on the share of electric cars and vans on the road, with AFIR targets on cumulative power outputs per vehicle being sufficient in the long term (when a rise in the market share of battery electric vehicles and plug-in hybrid vehicles is expected) [157].;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;TA5.12;Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change;This target is assigned to Competitive Agriculture as it specifically mentions the access to quality seeds for plant varieties.;The average specific CO2 emissions of new heavy-duty vehicles in groups 4, 5, 9 and 10 has decreased by 0.55%, from 52.75g/t.km in 2019 to 52.45g/t.km in 2020. The rate of decrease is therefore slow and acceleration is needed to achieve the targets.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Waste Reduction - Food Waste;TA5.13;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels;This target is assigned to Waste Reduction - Food Waste as it specifically mentions the reduction of food waste.;The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;This target is assigned to Competitive Agriculture as it specifically mentions the promotion of sustainable production methods.;No data available;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Protection & Conservation;TA5.15;Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries;This target is assigned to Biodiversity conservation as it specifically mentions the reduction of the environmental and climate footprint.;"According to
JRC study [183], the EU food system is transgressing several planetary boundaries including climate change and those related to novel entities (particulate matter, freshwater ecotoxicity). The Consumption Footprint related to food consumption
has shown an increasing trend since 2010, with the consumption of animal-based products dominating the impacts (around 70%). This increasing trend was common for most of the Member States (20 out of 27) [184].
Indicator: Consumption Footprint (Food) (Source: JRC).";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;TA5.16;Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;This target is assigned to Social Security - Workers Protection as it specifically mentions the improvement of income of primary producers.;"This indicator compares agricultural income to average wages in the economy and provides an estimate of the average income opportunities
that a person would have outside of agriculture. It has increased from 31% to 52% between 2005 and 2021 at the EU level, reflecting a CAGR of 3% in this time frame. However, there are discrepancies among Member States. While in certain Member States, such as Hungary and
France, farmers' income compared to other wages in the economy has grown more than the EU average, in other Member States like Italy and
Belgium, have remained below the EU average or have shown a decreasing trend (e.g. Estonia and Austria). In addition, although the average farm income
per worker in the EU has steadily increased over the past decade (by 56% from 2013 to 2021), income levels do not only vary significantly across EU countries,
but also across the farming sector and farm size. In particular, farm economic size significantly influences income as higher costs per hectare associated with larger farms are
compensated by higher production, leading to greater overall profitability. Indicator: Farmers income compared to wages in the rest of the economy (Source: DG AGRI).";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;manual choice;This indicator measures the economic contribution in the agriculture, fishing and aquaculture, as well as the food, beverage, and tobacco sectors. The food, beverage, and tobacco sectors constitute the largest portion of the overall agri-food value chain (over 50%), followed by the agriculture sector. The total value added in the food and agriculture sectors has Increased from 340K in 2008 to 433.5K in 2020 in the EU, with a CAGR of 2%. The compound growth in the manufactured food sector has been higher (2.5%) than the growth in the agriculture sector (1.5%). Indicator: Value added along the food chain (Source: JRC).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;TA5.18;Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;manual choice;This indicator is important to assess the level of investment and development in the agricultural sector. Among Member States, the level of gross fixed capital formation varies. Most Member States surpass the EU average. While countries such as France and Germany have the highest capital formation in agriculture, some Member States lag behind e.g. Czechia, Bulgaria and Estonia. In the EU, gross fixed capital formation in agriculture has increased from EUR 44 Billion in 2005 to EUR 68 Billion in 2022, corresponding to a CAGR of 2.8% and a 55% percentage increase. The growth rates also vary across Member States. As expected, the countries with highest capital formation show limited growth trend e.g. Germany, while the highest growth rates are observed in countries that had lower starting values e.g. Romania, Bulgaria. Indicator: Gross fixed capital formation in agriculture (Source: DG AGRI).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;TA5.19;Preserve the affordability of food.;This target is assigned to Food affordability as it specifically mentions the preservation of food affordability.;The annual average of food prices, indexed to 2015, has increased from 80% (2005) to 125% (2022), an average yearly inflation of almost 2.5%. Since 2015, food prices have risen by 25%, and the biggest increase has taken place in 2022. Indicator: Consumer food inflation (Source: Eurostat).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Pesticides Reduction;TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;This target is assigned to Pesticides Reduction as it specifically mentions the reduction of antimicrobials for farmed animals.;The average specific CO2 emissions of new heavy-duty vehicles in groups 4, 5, 9 and 10 has decreased by 0.55%, from 52.75g/t.km in 2019 to 52.45g/t.km in 2020. The rate of decrease is therefore slow and acceleration is needed to achieve the targets.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;TA5.20;Foster the competitiveness of the EU supply sector;This target is assigned to Competitive Agriculture as it specifically mentions the fostering of competitiveness.;"The EU agri-food trade balance has shown stable growth over the last twenty years, despite a marginal decrease in 2022. It has reached a record level in 2023, with a total surplus of EUR 70.1 billion. While the overall agri-food trade balance shows a surplus, there are variations at the category level. The EU has a trade deficit in several product categories, with the most significant deficits observed in oilseeds
and protein crops, and some fruits and nuts. The surplus is spread across product categories, driven mainly by cereal preparations, dairy products, and wine.
Indicator: Agricultural and food products trade balance (Source: Eurostat).";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;TA5.21;Ensure access to fast broadband to all farmers and all rural areas (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence);This target is assigned to Competitive Agriculture as it specifically mentions the access to fast broadband.;"Indicator: Rural next generation access (NGA) broadband coverage, as a % of households (Source: DG DIGIT).
Next generation access broadband availability has significantly improved over the past decade, with the percentage of households having access increasing from 18% of rural households in 2013 to 73% in 2022. However, the objective of achieving 100% coverage by 2025 is at risk at the current pace. Most Member States remain above the EU average of 73%. However, despite showing growth in the last decade, some Member States such as France (2013: 16%, 2022: 59%), Poland (2013: 18%, 2022: 40%), and Croatia (2013: >1%, 2022: 52%), still lag behind.";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Transport Logistics;TA5.22;Create shorter supply chains will support reducing dependence on long-haul transportation.;This target is assigned to Transport Logistics as it specifically mentions the creation of shorter supply chains.;There have been almost no changes in the number of tonnes transported across difference distance categories. Since 2013, approximately 30% of the freight of food products, beverages and tobacco has been transported less than 50 km, and another 30% has been transported between 50 and 150 km. Between 2013 and 2021, the tonnes per kilometre transported for all activities related to the food system (agriculture, fisheries, food manufacturing, trade and services) have increased by 9%, although the tonnes per kilometre transported in the food and beverages manufacturing sector decreased by 5%. Indicator: Annual road freight transport by distance class. (Source: Eurostat).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;TA5.23;Create new job opportunities.;manual choice;This indicator gives total employment in agriculture, the food industry and food services in absolute terms and also as a share of total employment. The employment in the food sector by economic activity has decreased over the last decade, from 8,474 (in 2013) to 6,326 (in 2022) million persons. During this period the mean annual decrease was 2.88% based on CAGR calculation, therefore around 25% of the employment moved out from the food sector in almost a decade. The share of total employment has also decreased, from 5% (in 2013) to 3% (in 2022). This negative trend indicates a move away from the objective, which aims at creating new job opportunities in the food sector. Indicator: Employment by economic activity (Source: Eurostat).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;TA5.24;Ensure Fair, inclusive and ethical value chains. Improve working conditions, ensure occupation health and safety. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;This target is assigned to Social Security - Workers Protection as it specifically mentions the improvement of working conditions and social protection.;No adequate indicator is available at the moment to assess this objective.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Animal Welfare;TA5.25;Promote better animal welfare to improve animal health and food quality;This target is assigned to Food quality - Animal Welfare as it specifically mentions the promotion of better animal welfare.;No adequate indicator is available at the moment to assess this objective.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;TA5.26;Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste.;This target is assigned to Food quality - Healthy Food as it specifically mentions the strengthening of educational messages on healthy nutrition.;;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;TA5.27;Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices;This target is assigned to Food quality - Healthy Food as it specifically mentions the provision of food information and labelling.;No adequate indicator is available at the moment to assess this objective.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;TA5.28;Extend the mandatory origin or provenance indications to certain products.;This target is assigned to Food quality - Healthy Food as it specifically mentions the extension of mandatory origin or provenance indications.;;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;TA5.29;Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;This target is assigned to Food quality - Healthy Food as it specifically mentions the improvement of availability of sustainable food.;"The ratio plant to total protein supply indicator is derived from FAO supply data. The closer the value is to 1, the higher the contribution of plant-based sources to protein supply, the average of the previous three years is taken to reduce error variation. This indicator examines the contribution of plant food sources
to total protein (animal and plant) supply and can inform on the transition towards more plant-based food diets based on food supply data. Since 2012, a slight decrease has been observed across most EU countries (between 1 and 5%). The average ratio for the EU region has slightly decreased from 0.42 to 0.40 between 2012 and 2020. This change indicates that a transition towards increased supply of plant-based foods in the EU remains a challenge, possibly linked to a slow progress in the transition towards more plant-based diets in the region. Indicator: Ratio plant to total protein supply (Source: FAO).";
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improve Soils Health;TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;This target is assigned to Improve Soils Health as it specifically mentions the reduction of nutrient losses and the preservation of soil fertility.;The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;TA5.30;Ensure affordability and access to sufficient, nutritious and sustainable food.;"This target is assigned to the sub-theme ""Food affordability"" because it focuses on ensuring access to sufficient and nutritious food, which is a key aspect of food affordability.";The percentage of population who cannot afford a healthy diet is reported by FAO and the World Bank for global monitoring. A healthy diet is considered unaffordable when its cost exceeds 52% of income per capita per day. This percentage accounts for a portion of income that can be credibly reserved for food, based on observations that the population in low-income countries spend, on average, 52% of their income on food. The estimated proportion of the population who cannot afford a healthy diet in Europe has dropped 40% from 2.5% in 2017 to 1.5% in 2021. Across EU countries, values ranged between <1% for several countries and 7% in Romania in 2021. The indicator does not account for non-food spending and likely underestimates food affordability issues in the context of the EU region. Indicator: Percent of the population who cannot afford a healthy diet in the EU (Source: FAO).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality;TA5.30;Ensure affordability and access to sufficient, nutritious and sustainable food.;"This target is also assigned to the sub-theme ""Food quality"" because it mentions ""nutritious and sustainable food"", which is related to the quality of food.";The percentage of population who cannot afford a healthy diet is reported by FAO and the World Bank for global monitoring. A healthy diet is considered unaffordable when its cost exceeds 52% of income per capita per day. This percentage accounts for a portion of income that can be credibly reserved for food, based on observations that the population in low-income countries spend, on average, 52% of their income on food. The estimated proportion of the population who cannot afford a healthy diet in Europe has dropped 40% from 2.5% in 2017 to 1.5% in 2021. Across EU countries, values ranged between <1% for several countries and 7% in Romania in 2021. The indicator does not account for non-food spending and likely underestimates food affordability issues in the context of the EU region. Indicator: Percent of the population who cannot afford a healthy diet in the EU (Source: FAO).;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;TA5.31;Increase reformulation of food products in line with guidelines for healthy and sustainable diets;"This target is assigned to the sub-theme ""Food quality - Healthy Food"" because it focuses on reformulating food products to make them healthier and more sustainable.";No adequate indicator is available at the moment to assess this objective.;
