target_code;target_content;thematic_area;sub_theme;sub_theme_justification
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it mentions the reduction of fossil-fuel consumption.
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the reduction of transport costs.
TA4.12;GHG intensity reduction target in the maritme sector (link Agreement Council - Parliament on 23.03.2023): -2% from 1 January 2025, -6% from 1 January 2030, -14.5% from 1 January 2035, -31% from 1 January 2040, -62% from 1 January 2045, -80% from 1 January 2050;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG intensity in the maritime sector.
TA4.13;For new urban buses the share of zeroemissions vehicles shall be 100% as from the reporting period of the year 2030;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the share of zero-emission vehicles.
TA4.14;Renewable and low-carbon fuels should represent between 6% and 9% of the international maritime transport fuel mix by 2030 and between 86% and 88% by 2050;TA4_Sustainable and smart mobility;Renewable Energy;This target is assigned to Renewable Energy as it mentions the share of renewable and low-carbon fuels in the maritime transport sector.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD, 10-LH for the reporting periods of the years 2025 to 2029 by 15 %, for all vehicle sub-groups for the reporting periods of the years 2030 to 2034 by 45 %, (c) for all vehicle sub-groups for the reporting periods of the years 2035 to 2039 by 65 %, (d) for all vehicle sub-groups for the reporting periods of the years 2040 onwards by 90%;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of CO2 emissions from heavy-duty motor vehicles.
TA4.16;From 1 January 2020, this Regulation sets an EU fleet-wide target of 95 g CO2/km for the average emissions of new passenger cars and an EU fleet-wide target of 147 g CO2/km for the average emissions of new light commercial vehicles registered in the Union, as measured until 31 December 2020 in accordance with Regulation (EC) No 692/2008 together with Implementing Regulations (EU) 2017/1152 and (EU) 2017/1153, and from 1 January 2021 measured in accordance with Regulation (EU) 2017/1151.;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of CO2 emissions from passenger cars and light commercial vehicles.
TA4.17;This Regulation will, until 31 December 2024, be complemented by additional measures corresponding to a reduction of 10 g CO2/km as part of the Union's integrated approach referred to in the Commission's communication of 7 February 2007 entitled ‘Results of the review of the Community Strategy to reduce CO2 emissions from passenger cars and light-commercial vehicles;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it mentions the reduction of CO2 emissions from passenger cars and light commercial vehicles.
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU and the production of up to 1 million tonnes of renewable hydrogen. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers and the production of up to 10 million tonnes of renewable hydrogen in the EU;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the installation of renewable hydrogen electrolysers and the production of renewable hydrogen.
TA4.21;In a third phase, from 2030 onwards and towards 2050, renewable hydrogen technologies should reach maturity and be deployed at large scale to reach all hard-to-decarbonise sectors where other alternatives might not be feasible or have higher costs. In this phase, renewable electricity production needs to massively increase as about a quarter of renewable electricity might be used for renewable hydrogen production by 2050;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to Renewable Energy - Hydrogen as it mentions the deployment of renewable hydrogen technologies.
TA4.22;Build three million public electric charging points by 2030. Build one million public electric charging points by 2025.;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the installation of public electric charging points.
TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the installation of hydrogen stations.
TA4.25;Member States shall ensure that, at the end of each year, starting from the year referred to in Article 26, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1,3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0,80 kW is provided through publicly accessible recharging stations;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the power output targets for electric vehicles.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging pools.
TA4.27;By 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...] (with intermediate 2025 and 2027 targets). Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1 500 kW and includes at least one recharging point with an individual power output of at least 350 kW;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging pools for heavy-duty electric vehicles.
TA4.28;by 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging stations for heavy-duty electric vehicles.
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW.;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of publicly accessible recharging points for heavy-duty electric vehicles.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG intensity in the maritime sector.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node.;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the deployment of publicly accessible hydrogen refuelling stations.
TA4.31;Member States shall ensure that by 31 December 2030 publicly accessible hydrogen refuelling stations designed for a minimum cumulative capacity of 1 tonne per day and equipped with at least a 700 bar dispenser are deployed with a maximum distance of 200 km between them along the TEN-T core network;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen;This target is assigned to Renewable Energy - Hydrogen as it specifically mentions the deployment of publicly accessible hydrogen refuelling stations.
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods;TA4_Sustainable and smart mobility;Net-Zero Technology - Aviation;This target is assigned to Net-Zero Technology - Aviation as it specifically mentions the provision of electricity supply to stationary aircraft.
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030.;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the provision of shore-side electricity supply to inland waterway vessels.
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5 000 gross tonnes and seagoing high-speed passenger craft above 5 000 gross tonnes that are moored at the quayside at the maritime port concerned;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the provision of shore-side electricity supply to seagoing container ships and passenger ships.
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the increase of transport by inland waterways and short sea shipping.
TA4.37;Rail freight traffic will increase by 50% compared to 2015 by 2030. It will double by 2050.;TA4_Sustainable and smart mobility;Rail;This target is assigned to Rail as it specifically mentions the increase of rail freight traffic.
TA4.37;Freight transport will be paperless;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the paperless freight transport.
TA4.38;High-speed rail traffic will double compared to 2015, by 2030. It will triple by 2050.;TA4_Sustainable and smart mobility;Rail;This target is assigned to Rail as it specifically mentions the increase of high-speed rail traffic.
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the operationalization of the TEN-T network.
TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG emissions from ships.
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the competitiveness of rail and waterborne-based intermodal transport.
TA4.43;Scheduled collective travel of under 500 km should be carbon neutral within the EU;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of GHG emissions from collective travel.
TA4.44;Nearly all cars, vans, buses as well as new heavy-duty vehicles will be zero-emission;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission vehicles.
TA4.45;There will be at least 30 million zero-emission cars and 80.000 zero-emission lorries in operation;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission cars and lorries.
TA4.45;Zero-emission ocean-going vessels will become market ready;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the deployment of zero-emission ocean-going vessels.
TA4.46;Zero-emission large zero-emission aircraft will become market ready;TA4_Sustainable and smart mobility;Net-Zero Technology - Aviation;This target is assigned to Net-Zero Technology - Aviation as it specifically mentions the deployment of zero-emission aircraft.
TA4.47;Euro 7 pollutant limits;TA4_Sustainable and smart mobility;Improve Air Quality;This target is assigned to Improve Air Quality as it specifically mentions the reduction of pollutant emissions.
TA4.5;Starting from 2025, at least 2% of aviation fuels will be green, with this share increasing every five years: 6% in 2030, 20% in 2035, 34% in 2040, 42% in 2045 and 70% in 2050. Hydrogen and fuel produced from cooking oil or waste gases considered green (link agreement Council - Parliament on 25.04.2023);TA4_Sustainable and smart mobility;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions the increase of green aviation fuels.
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the coverage of external costs by transport users.
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the facilitation of multimodal passenger transport.
TA4.53;The death toll for all modes of transport in the EU will be close to zero;TA4_Sustainable and smart mobility;Social Security - Workers Protection;This target is assigned to Social Security - Workers Protection as it specifically mentions the reduction of death toll in transport.
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure. This should be doubled in the next decade towards 5000 km in safe bike lanes;TA4_Sustainable and smart mobility;Urban Mobility;This target is assigned to Urban Mobility as it specifically mentions the growth of active transport modes.
TA4.55;Zero-emission in urban logistics;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;This target is assigned to Net-Zero Technology - Road Vehicles as it specifically mentions the deployment of zero-emission urban logistics.
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;TA4_Sustainable and smart mobility;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the increase of short-sea shipping.
TA4.57;Renovate the EU’s maritime fleet (e.g. passenger ships and supply vessels for offshore installations) to improve their energy efficiency;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the renovation of the maritime fleet.
TA4.58;Pursue the objective of zero-emission ports;TA4_Sustainable and smart mobility;Net-Zero Technology - Maritime Transport;This target is assigned to Net-Zero Technology - Maritime Transport as it specifically mentions the objective of zero-emission ports.
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;TA4_Sustainable and smart mobility;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions the contribution of synthetic aviation fuels to the aviation fuel mix.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of nonbiological origin in the energy supplied to the transport sector is at least 1 % in 2025 and 3,5 % in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030;TA4_Sustainable and smart mobility;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions the share of advanced biofuels and renewable fuels in the transport sector.
TA4.8;Member States with maritime ports should endeavour to ensure that from 2030 the share of renewable fuels of non-biological origin in the total amount of energy supplied to the maritime transport sector is at least 1,2 %.;TA4_Sustainable and smart mobility;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions the share of renewable fuels in the maritime transport sector.
TA4.9;Cut the emissions of transport sector by 90%;TA4_Sustainable and smart mobility;GHG Reduction;This target is assigned to GHG Reduction as it specifically mentions the reduction of emissions from the transport sector.
TA5.10;Increase renewable energy in agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption in the sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions the increase of renewable energy in the agriculture and food sector.
TA5.11;Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity conservation;This target is assigned to Biodiversity conservation as it specifically mentions the preservation of biodiversity.
TA5.12;Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the access to quality seeds for plant varieties.
TA5.13;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Waste Reduction - Food Waste;This target is assigned to Waste Reduction - Food Waste as it specifically mentions the reduction of food waste.
TA5.14;Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the promotion of sustainable production methods.
TA5.15;Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity conservation;This target is assigned to Biodiversity conservation as it specifically mentions the reduction of the environmental and climate footprint.
TA5.16;Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;This target is assigned to Social Security - Workers Protection as it specifically mentions the improvement of income of primary producers.
TA5.17;Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the strengthening of the position of farmers and fishers.
TA5.18;Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the improvement of agricultural rules.
TA5.19;Preserve the affordability of food.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;This target is assigned to Food affordability as it specifically mentions the preservation of food affordability.
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Pesticides Reduction;This target is assigned to Pesticides Reduction as it specifically mentions the reduction of antimicrobials for farmed animals.
TA5.20;Foster the competitiveness of the EU supply sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the fostering of competitiveness.
TA5.21;Ensure access to fast broadband to all farmers and all rural areas (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;This target is assigned to Competitive Agriculture as it specifically mentions the access to fast broadband.
TA5.22;Create shorter supply chains will support reducing dependence on long-haul transportation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Transport Logistics;This target is assigned to Transport Logistics as it specifically mentions the creation of shorter supply chains.
TA5.23;Create new job opportunities.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;This target is assigned to Social Security - Workers Protection as it specifically mentions the creation of new job opportunities.
TA5.24;Ensure Fair, inclusive and ethical value chains. Improve working conditions, ensure occupation health and safety. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;This target is assigned to Social Security - Workers Protection as it specifically mentions the improvement of working conditions and social protection.
TA5.25;Promote better animal welfare to improve animal health and food quality;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Animal Welfare;This target is assigned to Food quality - Animal Welfare as it specifically mentions the promotion of better animal welfare.
TA5.26;Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;This target is assigned to Food quality - Healthy Food as it specifically mentions the strengthening of educational messages on healthy nutrition.
TA5.27;Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;This target is assigned to Food quality - Healthy Food as it specifically mentions the provision of food information and labelling.
TA5.28;Extend the mandatory origin or provenance indications to certain products.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;This target is assigned to Food quality - Healthy Food as it specifically mentions the extension of mandatory origin or provenance indications.
TA5.29;Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;This target is assigned to Food quality - Healthy Food as it specifically mentions the improvement of availability of sustainable food.
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improve Soils Health;This target is assigned to Improve Soils Health as it specifically mentions the reduction of nutrient losses and the preservation of soil fertility.
