target_code;target_content;thematic_area;sub_theme;justification
TA5.25;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target contributes to sustainable agriculture by promoting better animal welfare.
TA5.29;Food availability: Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Systems;
TA5.3;Reduce nutrient losses by at least 50%, while ensuring that there is no deterioration in soil fertility.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Reducing Nutrient Losses;"This target is assigned to the sub-theme ""Reducing Nutrient Losses"" because it aims to decrease nutrient losses while maintaining soil fertility."
TA5.30;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Affordability;This target is assigned to the Food Affordability sub-theme because it focuses on ensuring that food is affordable and sustainable.
TA5.30;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Production;This target is also assigned to the Sustainable Food Production sub-theme because it aims to make food sustainable.
TA5.31;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Production;This target is assigned to the Sustainable Food Production sub-theme because it focuses on reformulating food products to make them healthier and more sustainable.
TA5.31;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Healthy Eating;This target is also assigned to the Healthy Eating sub-theme because it aims to make food products healthier.
TA5.32;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Ensuring Food Security;"This target is assigned to the sub-theme ""Ensuring Food Security"" because it focuses on ensuring access to quality and sustainable food."
TA5.33;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Promoting Sustainable Diets;"This target is assigned to the sub-theme ""Promoting Sustainable Diets"" because it aims to promote healthier and more sustainable diets."
TA5.34;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Healthy Diets;
TA5.35;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Enhancing Food System Resilience;"This target is assigned to the sub-theme ""Enhancing Food System Resilience"" because it aims to strengthen the EU food system's resilience to various challenges."
TA5.4;Reduce by 50% the use of more hazardous pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is assigned to Sustainable Agriculture as it aims to reduce the use of hazardous pesticides.
TA5.4;Reduce by 50% the use of more hazardous pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Conservation;This target contributes to biodiversity conservation by reducing the use of hazardous pesticides.
TA5.5;Reduce by 50% the use and risk of chemical pesticides;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;
TA5.6;Aquatic living resources: Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Aquaculture;
TA5.7;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Climate-Neutral Agriculture;
TA5.8;Water: Preserving freshwater, boosting water reuse in agriculture.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Water Conservation;This target is assigned to the Water Conservation sub-theme because it focuses on preserving freshwater and boosting water reuse in agriculture.
TA5.8;Water: Preserving freshwater, boosting water reuse in agriculture.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is also assigned to the Sustainable Agriculture sub-theme because it aims to improve the sustainability of agricultural practices.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Organic Farming;This target is assigned to Organic Farming as it aims to increase the share of organic farming.
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target contributes to sustainable agriculture by promoting organic farming practices.
TA6.1;1.a Legally protect a minimum of 30% of the EU’s land area;TA6_Preserving and protecting biodiversity;Habitat Protection;This target is assigned to Habitat Protection as it aims to legally protect a minimum of 30% of the EU's land area.
TA6.1;1.a Legally protect a minimum of 30% of the EU’s land area;TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target contributes to biodiversity conservation by promoting the protection of habitats.
TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features Biodiversity Strategy;TA6_Preserving and protecting biodiversity;Promoting Landscape Features;"This target is assigned to the sub-theme ""Promoting Landscape Features"" because it aims to increase the area under high-diversity landscape features."
TA6.11;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA6_Preserving and protecting biodiversity;Planting Trees;"This target is assigned to the sub-theme ""Planting Trees"" because it focuses on planting a large number of trees in the EU."
TA6.13;11. At least 25.000 km of free-flowing rivers are restored;TA6_Preserving and protecting biodiversity;Restoring Free-Flowing Rivers;"This target is assigned to the sub-theme ""Restoring Free-Flowing Rivers"" because it focuses on restoring free-flowing rivers."
TA6.14;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS) Biodiversity Strategy;TA6_Preserving and protecting biodiversity;Reducing Invasive Species;"This target is assigned to the sub-theme ""Reducing Invasive Species"" because it focuses on decreasing the number of Red List species threatened by invasive alien species."
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%*\nBiodiversity Strategy\nSee also assessment in Thematic Area 7;TA6_Preserving and protecting biodiversity;Sustainable Agriculture;This target is assigned to the Sustainable Agriculture sub-theme because it focuses on reducing the losses of nutrients from fertilizers and the use of fertilizers.
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%*\nBiodiversity Strategy\nSee also assessment in Thematic Area 7;TA6_Preserving and protecting biodiversity;Nutrient Management;This target is also assigned to the Nutrient Management sub-theme because it aims to reduce the losses of nutrients from fertilizers.
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA6_Preserving and protecting biodiversity;Implementing Urban Greening;"This target is assigned to the sub-theme ""Implementing Urban Greening"" because it focuses on creating urban greening plans for cities."
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA6_Preserving and protecting biodiversity;Protecting Marine Areas;"This target is assigned to the sub-theme ""Protecting Marine Areas"" because it aims to legally protect a significant portion of the EU's sea area."
TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Restoring Terrestrial Ecosystems;"This target is assigned to the sub-theme ""Restoring Terrestrial Ecosystems"" because it focuses on restoring land areas and ecosystems in need of restoration."
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA6_Preserving and protecting biodiversity;Protecting Protected Areas;"This target is assigned to the sub-theme ""Protecting Protected Areas"" because it aims to strictly protect a significant portion of the EU's protected areas."
TA6.30;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;
TA6.31;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition.;TA6_Preserving and protecting biodiversity;Habitat Restoration;
TA6.32;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types with the aim to reach their favourable reference area.;TA6_Preserving and protecting biodiversity;Habitat Restoration;
TA6.33;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V to Directive 92/43/EEC and of the terrestrial, coastal and freshwater habitats of wild birds covered by Directive 2009/147/EC [...] to improve the quality and quantity of those habitats, including by re-establishing them, and to enhance connectivity, until sufficient quality and quantity of those habitats is achieved.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is assigned to the Habitat Restoration sub-theme because it focuses on restoring habitats for species and improving their quality and quantity.
TA6.33;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V to Directive 92/43/EEC and of the terrestrial, coastal and freshwater habitats of wild birds covered by Directive 2009/147/EC [...] to improve the quality and quantity of those habitats, including by re-establishing them, and to enhance connectivity, until sufficient quality and quantity of those habitats is achieved.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Ecosystem Conservation;This target is also assigned to the Ecosystem Conservation sub-theme because it aims to improve the quality and quantity of habitats and enhance connectivity.
TA6.34;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040.;TA6_Preserving and protecting biodiversity;Habitat Monitoring;
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition and until the favourable reference area for each habitat type in each biogeographic region of the Member State concerned is reached, (b) an increasing trend towards the sufficient quality and quantity of the terrestrial, coastal and freshwater habitats of the species referred to in Annexes II, IV and V to Directive 92/43/EEC and of the species covered by Directive 2009/147/EC.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is assigned to the Habitat Restoration sub-theme because it focuses on increasing the area of habitats in good condition and improving the quality and quantity of habitats.
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition and until the favourable reference area for each habitat type in each biogeographic region of the Member State concerned is reached, (b) an increasing trend towards the sufficient quality and quantity of the terrestrial, coastal and freshwater habitats of the species referred to in Annexes II, IV and V to Directive 92/43/EEC and of the species covered by Directive 2009/147/EC.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Ecosystem Conservation;This target is also assigned to the Ecosystem Conservation sub-theme because it aims to improve the quality and quantity of habitats and increase the area of habitats in good condition.
TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas. Member States may exclude from that total national area the urban ecosystem areas in which the share of urban green space in the urban centres and urban clusters exceeds 45% and the share of urban tree canopy cover therein exceeds 10%. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Preserving Urban Ecosystems;"This target is assigned to the sub-theme ""Preserving Urban Ecosystems"" because it focuses on maintaining urban green spaces and tree canopy cover."
TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure, in urban ecosystem areas, determined in accordance with Article 14(4), measured every six years after 31 December 2030, until a satisfactory level identified in accordance with Article 14(5) is reached.;TA6_Preserving and protecting biodiversity;Urban Green Space;
TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 14(5) is reached. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Urban Forestry;This target is assigned to Urban Forestry as it aims to achieve an increasing trend of urban tree canopy cover.
TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 14(5) is reached. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Ecosystem Restoration;This target contributes to ecosystem restoration by promoting the restoration of urban ecosystems.
TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters and, taking into account their socio-economic functions, identify the barriers that need to be removed to contribute to the achievement of the restoration targets set out in Article 4 of this Regulation and of the objective of restoring at least 25.000 km of rivers into free-flowing rivers in the Union. 'Nature Restoration Law' (Parallel target of the Biodiversity Strategy: “11. At least 25.000 km of free-flowing rivers are restored”);TA6_Preserving and protecting biodiversity;Restoring River Connectivity;"This target is assigned to the sub-theme ""Restoring River Connectivity"" because it focuses on removing artificial barriers to restore river connectivity."
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests\nBiodiversity Strategy\nTarget in common with the New EU Forest Strategy;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to the Forest Conservation sub-theme because it focuses on strictly protecting all remaining EU primary and old-growth forests.
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests\nBiodiversity Strategy\nTarget in common with the New EU Forest Strategy;TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target is also assigned to the Biodiversity Conservation sub-theme because it aims to protect forests, which are important habitats for many species.
TA6.40;(pollinator) Member States shall, by putting in place in a timely manner appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations at the latest by 2030 and thereafter achieve an increasing trend of pollinator populations, measured at least every six years from 2030, until satisfactory levels are achieved, as set in accordance with Article 14(5). 'Nature Restoration Law' Parallel target of the Biodiversity Strategy: “5. The decline of pollinators is reversed”;TA6_Preserving and protecting biodiversity;Protecting Pollinators;"This target is assigned to the sub-theme ""Protecting Pollinators"" because it aims to improve pollinator diversity and reverse the decline of pollinator populations."
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition. Such measures shall be in place: (a) on at least 30% by 2030 of the total area of groups 1–6 of habitat types listed in Annex II [...], (b) on at least 60% by 2040 and on at least 90% by 2050 of the area of each of the groups 1–6 of habitat types listed in Annex II [...], (c) on at least two thirds of the percentage, referred to in point (d), by 2040 of the area of group 7 of habitat types listed in Annex II [...]\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;This target is assigned to the Marine Ecosystem Restoration sub-theme because it focuses on putting in place restoration measures for marine ecosystems.
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition. Such measures shall be in place: (a) on at least 30% by 2030 of the total area of groups 1–6 of habitat types listed in Annex II [...], (b) on at least 60% by 2040 and on at least 90% by 2050 of the area of each of the groups 1–6 of habitat types listed in Annex II [...], (c) on at least two thirds of the percentage, referred to in point (d), by 2040 of the area of group 7 of habitat types listed in Annex II [...]\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is also assigned to the Habitat Restoration sub-theme because it aims to improve the condition of habitats in marine ecosystems.
TA6.42;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II in areas not covered by those habitat types with the aim to reach their favourable reference area. Such measures shall be in place on areas representing at least 30% of the additional overall surface needed to reach the total favourable reference area of each group of habitat types, as quantified in the national restoration plan referred to in Article 12, by 2030, at least 60% of that surface by 2040, and 100% of that surface by 2050. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Restoring Ecosystems;"This target is assigned to the sub-theme ""Restoring Ecosystems"" because it focuses on restoring habitat types and reaching their favourable reference area."
TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II. The condition of all areas of groups 1–6 of habitat types listed in Annex II shall be known by 2040. Member States shall also ensure, by 2040 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in group 7 of Annex II. The condition of all areas of group 7 of habitat types listed in Annex II shall be known by 2050. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Marine Conservation;This target is assigned to Marine Conservation as it aims to ensure the condition of marine ecosystems is known.
TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II. The condition of all areas of groups 1–6 of habitat types listed in Annex II shall be known by 2040. Member States shall also ensure, by 2040 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in group 7 of Annex II. The condition of all areas of group 7 of habitat types listed in Annex II shall be known by 2050. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Monitoring;This target contributes to habitat monitoring by promoting the assessment of the condition of marine ecosystems.
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level\nof at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels, identified in accordance with Article 14(5), are reached: (a) grassland butterfly index, (b) stock of organic carbon in cropland mineral soils, (c) share of agricultural land with high-diversity landscape features. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Agricultural Ecosystem Restoration;This target is assigned to the Agricultural Ecosystem Restoration sub-theme because it focuses on putting in place measures to achieve an increasing trend in agricultural ecosystems.
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level\nof at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels, identified in accordance with Article 14(5), are reached: (a) grassland butterfly index, (b) stock of organic carbon in cropland mineral soils, (c) share of agricultural land with high-diversity landscape features. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Sustainable Agriculture;This target is also assigned to the Sustainable Agriculture sub-theme because it aims to improve the health of agricultural ecosystems.
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Agricultural Ecosystem Restoration;This target is assigned to the Agricultural Ecosystem Restoration sub-theme because it focuses on putting in place restoration measures for agricultural ecosystems.
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target is also assigned to the Biodiversity Conservation sub-theme because it aims to improve the health of farmland bird populations.
TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands. Those measures shall be in place on at least: (a) 30% of such areas by 2030, of which at least a quarter shall be rewetted, (b) 40% of such areas by 2040, of which at least a third shall be rewetted, (c) 50% of such areas by 2050, of which at least a third shall be rewetted. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Ecosystem Restoration;This target is assigned to Ecosystem Restoration as it aims to restore organic soils in agricultural use.
TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands. Those measures shall be in place on at least: (a) 30% of such areas by 2030, of which at least a quarter shall be rewetted, (b) 40% of such areas by 2040, of which at least a third shall be rewetted, (c) 50% of such areas by 2050, of which at least a third shall be rewetted. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Soil Conservation;This target contributes to soil conservation by promoting the restoration of organic soils.
TA6.47;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030 at Union level. 'Nature Restoration Law' Parallel target of the Biodiversity Strategy: “9. Three billion trees are planted in the EU, in full respect of ecological principles”;TA6_Preserving and protecting biodiversity;Reforestation;This target is assigned to Reforestation as it aims to plant at least three billion additional trees by 2030.
TA6.47;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030 at Union level. 'Nature Restoration Law' Parallel target of the Biodiversity Strategy: “9. Three billion trees are planted in the EU, in full respect of ecological principles”;TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target contributes to biodiversity conservation by promoting the planting of trees.
TA6.48;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems, as further set out in Annex VI, chosen on the basis of their ability to demonstrate the enhancement of biodiversity of forest ecosystems within the Member States concerned;TA6_Preserving and protecting biodiversity;Forest Ecosystem Conservation;
TA6.49;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index, as further set out in Annex VI, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels identified in accordance with Article 11(3) are reached 'Nature Restoration Law' Parallel target of the Biodiversity Strategy: “4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend”;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to Forest Conservation as it deals with achieving an increasing trend in the common forest bird index.
TA6.49;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index, as further set out in Annex VI, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels identified in accordance with Article 11(3) are reached 'Nature Restoration Law' Parallel target of the Biodiversity Strategy: “4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend”;TA6_Preserving and protecting biodiversity;Ecosystem Restoration;This target contributes to ecosystem restoration by promoting the conservation of forest ecosystems.
TA6.50;Reach no net land take\n(EU Soil Strategy for 2030);TA6_Preserving and protecting biodiversity;Sustainable Land Use;This target is assigned to the Sustainable Land Use sub-theme because it focuses on reaching no net land take.
TA6.50;Reach no net land take\n(EU Soil Strategy for 2030);TA6_Preserving and protecting biodiversity;Soil Conservation;This target is also assigned to the Soil Conservation sub-theme because it aims to protect soil from land take.
TA6.51;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean, by meeting several requirements related to micro-organisms and parasites which constitute a potential danger to human health and quality standards recalled in the Directive. Directive 2020/2184 (‘Drinking Water Directive);TA6_Preserving and protecting biodiversity;Water Quality;This target is assigned to Water Quality as it aims to ensure that water intended for human consumption is wholesome and clean.
TA6.51;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean, by meeting several requirements related to micro-organisms and parasites which constitute a potential danger to human health and quality standards recalled in the Directive. Directive 2020/2184 (‘Drinking Water Directive);TA6_Preserving and protecting biodiversity;Public Health;This target contributes to public health by promoting the quality of drinking water.
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants: sulphur dioxide, nitrogen dioxide / nitrogen oxides, particulate matter (PM10, PM2.5), ozone, benzene, lead, carbon monoxide, arsenic, cadmium, nickel, and benzo(a)pyrene. The Directives take into account relevant World Health Organisation standards, guidelines and programmes. The Directives also guide the assessment of air quality by establishing a representative high-quality monitoring network, with more than 4.000 air quality monitoring stations across the EU, and by exchanging reliable, objective, comparable information on air quality, including to a wider public. Where levels are elevated above limit or target values, Member States should prepare an air quality plan or programme to address the sources responsible to ensure compliance and to keep exceedance periods as short as possible. In addition, information on air quality should be disseminated to the public. ;TA6_Preserving and protecting biodiversity;Air Quality Management;This target is assigned to the Air Quality Management sub-theme because it focuses on setting air quality standards and monitoring air quality.
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants: sulphur dioxide, nitrogen dioxide / nitrogen oxides, particulate matter (PM10, PM2.5), ozone, benzene, lead, carbon monoxide, arsenic, cadmium, nickel, and benzo(a)pyrene. The Directives take into account relevant World Health Organisation standards, guidelines and programmes. The Directives also guide the assessment of air quality by establishing a representative high-quality monitoring network, with more than 4.000 air quality monitoring stations across the EU, and by exchanging reliable, objective, comparable information on air quality, including to a wider public. Where levels are elevated above limit or target values, Member States should prepare an air quality plan or programme to address the sources responsible to ensure compliance and to keep exceedance periods as short as possible. In addition, information on air quality should be disseminated to the public. ;TA6_Preserving and protecting biodiversity;Pollution Reduction;This target is also assigned to the Pollution Reduction sub-theme because it aims to reduce air pollution.
TA6.7;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend.;TA6_Preserving and protecting biodiversity;Ecosystem Restoration;
TA6.8;"5. The decline of pollinators is reversed (the target is in common with ""A New Deal for Pollinators"")";TA6_Preserving and protecting biodiversity;Protecting Pollinators;"This target is assigned to the sub-theme ""Protecting Pollinators"" because it aims to reverse the decline of pollinator populations."
TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);TA7_Towards a zero-pollution ambition for a toxic free environment;Water Pollution Reduction;This target is assigned to the Water Pollution Reduction sub-theme because it focuses on improving water quality by reducing waste and plastic litter at sea.
TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);TA7_Towards a zero-pollution ambition for a toxic free environment;Pollution Reduction;This target is also assigned to the Pollution Reduction sub-theme because it aims to reduce pollution in the environment.
TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);TA7_Towards a zero-pollution ambition for a toxic free environment;Water Pollution Reduction;This target is assigned to Water Pollution Reduction as it aims to reduce microplastics in the environment.
TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);TA7_Towards a zero-pollution ambition for a toxic free environment;Microplastic Reduction;This target contributes to microplastic reduction by promoting the reduction of microplastics in the environment.
TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030 (compared to 2005) (2030 target contributing to the 2050 ambition of a toxic-free environment);TA7_Towards a zero-pollution ambition for a toxic free environment;Reducing Air Pollution;"This target is assigned to the sub-theme ""Reducing Air Pollution"" because it aims to decrease the number of EU ecosystems threatened by air pollution."
TA7.15;Having all soils in healthy condition by 2050;TA7_Towards a zero-pollution ambition for a toxic free environment;Soil Conservation;This target is assigned to the Soil Conservation sub-theme because it focuses on having all soils in healthy condition.
TA7.15;Having all soils in healthy condition by 2050;TA7_Towards a zero-pollution ambition for a toxic free environment;Environmental Protection;This target is also assigned to the Environmental Protection sub-theme because it aims to protect the environment by conserving soil health.
TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns, the proposal aims at setting new high standards for a series of chemical substances of concern to address chemical pollution in water.;TA7_Towards a zero-pollution ambition for a toxic free environment;Water Pollution Prevention;
