target_code;target_content;thematic_area;sub_theme;justification
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition.;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it aims to restore marine ecosystems, which is directly related to marine ecosystem restoration."
TA6.42;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on re-establishing habitat types in marine ecosystems, which is directly related to marine ecosystem restoration."
TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II.;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Monitoring;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Monitoring"" because it aims to monitor the condition of marine habitat types, which is directly related to biodiversity conservation monitoring."
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on improving indicators in agricultural ecosystems, which is directly related to agricultural ecosystem restoration."
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it aims to restore farmland bird populations, which is directly related to agricultural ecosystem restoration."
TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands.;TA6_Preserving and protecting biodiversity;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on restoring organic soils in agricultural use, which is directly related to soil health."
TA6.47;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it aims to plant additional trees, which is directly related to forest ecosystem restoration."
TA6.48;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on improving indicators in forest ecosystems, which is directly related to forest ecosystem restoration."
TA6.49;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it aims to restore forest bird populations, which is directly related to forest ecosystem restoration."
TA6.50;Reach no net land take;TA6_Preserving and protecting biodiversity;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on reaching no net land take, which is directly related to soil health."
TA6.51;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean;TA6_Preserving and protecting biodiversity;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it aims to ensure that water intended for human consumption is wholesome and clean, which is directly related to water quality."
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA6_Preserving and protecting biodiversity;Improve Air Quality;"This target is assigned to the sub-theme ""Improve Air Quality"" because it focuses on setting EU air quality standards, which is directly related to air quality improvement."
TA6.62;The Water Reuse Regulation aim to encourage and facilitate water reuse in the EU;TA6_Preserving and protecting biodiversity;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it aims to encourage and facilitate water reuse, which is directly related to water quality improvement."
TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Air Quality;"This target is assigned to the sub-theme ""Improve Air Quality"" because it focuses on preventing or reducing emissions from industrial installations and intensive farming, which is directly related to air quality improvement."
TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it aims to improve urban wastewater treatment, which is directly related to water quality improvement."
TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on reducing chemical pesticides' use, which is directly related to soil health."
TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it aims to reduce nutrient losses, which is directly related to soil health."
TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Air Quality;"This target is assigned to the sub-theme ""Improve Air Quality"" because it focuses on reducing premature deaths caused by air pollution, which is directly related to air quality improvement."
TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it aims to reduce waste and plastic litter at sea, which is directly related to water quality improvement."
TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on reducing microplastics released into the environment, which is directly related to water quality improvement."
TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Air Quality;"This target is assigned to the sub-theme ""Improve Air Quality"" because it aims to reduce the number of EU ecosystems where air pollution threatens biodiversity, which is directly related to air quality improvement."
TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;TA7_Towards a zero-pollution ambition for a toxic free environment;Noise Reduction;"This target is assigned to the sub-theme ""Noise Reduction"" because it focuses on reducing the share of people chronically disturbed by transport noise, which is directly related to noise reduction."
TA7.15;Having all soils in healthy condition by 2050;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it aims to have all soils in healthy condition, which is directly related to soil health."
TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on updating and harmonizing the list of pollutants affecting surface and groundwater, which is directly related to water quality improvement."
